,id,title,context,question,answers,Mistral Verdict
6585,5729f39a6aef051400155150,Immune_system,"Killer T cells are a sub-group of T cells that kill cells that are infected with viruses (and other pathogens), or are otherwise damaged or dysfunctional. As with B cells, each type of T cell recognizes a different antigen. Killer T cells are activated when their T cell receptor (TCR) binds to this specific antigen in a complex with the MHC Class I receptor of another cell. Recognition of this MHC:antigen complex is aided by a co-receptor on the T cell, called CD8. The T cell then travels throughout the body in search of cells where the MHC I receptors bear this antigen. When an activated T cell contacts such cells, it releases cytotoxins, such as perforin, which form pores in the target cell's plasma membrane, allowing ions, water and toxins to enter. The entry of another toxin called granulysin (a protease) induces the target cell to undergo apoptosis. T cell killing of host cells is particularly important in preventing the replication of viruses. T cell activation is tightly controlled and generally requires a very strong MHC/antigen activation signal, or additional activation signals provided by ""helper"" T cells (see below).",What toxin induces apoptosis in the target cell?,"{'text': ['granulysin', 'granulysin', 'granulysin (a protease)'], 'answer_start': [797, 797, 797]}", Correct.
10315,5733fc6ed058e614000b6712,French_and_Indian_War,"Governor Vaudreuil, who harboured ambitions to become the French commander in chief (in addition to his role as governor), acted during the winter of 1756 before those reinforcements arrived. Scouts had reported the weakness of the British supply chain, so he ordered an attack against the forts Shirley had erected at the Oneida Carry. In the March Battle of Fort Bull, French forces destroyed the fort and large quantities of supplies, including 45,000 pounds of gunpowder. They set back any British hopes for campaigns on Lake Ontario, and endangered the Oswego garrison, already short on supplies. French forces in the Ohio valley also continued to intrigue with Indians throughout the area, encouraging them to raid frontier settlements. This led to ongoing alarms along the western frontiers, with streams of refugees returning east to get away from the action.",What plans of the British did this attach on Oneida Carry set back?,"{'text': ['hopes for campaigns on Lake Ontario, and endangered the Oswego garrison', 'campaigns on Lake Ontario, and endangered the Oswego garrison', 'campaigns on Lake Ontario', 'campaigns on Lake Ontario', 'hopes for campaigns on Lake Ontario'], 'answer_start': [502, 512, 512, 512, 502]}", correct.
2940,570d2af0fed7b91900d45c96,Victoria_(Australia),"Victoria (abbreviated as Vic) is a state in the south-east of Australia. Victoria is Australia's most densely populated state and its second-most populous state overall. Most of its population is concentrated in the area surrounding Port Phillip Bay, which includes the metropolitan area of its capital and largest city, Melbourne, which is Australia's second-largest city. Geographically the smallest state on the Australian mainland, Victoria is bordered by Bass Strait and Tasmania to the south,[note 1] New South Wales to the north, the Tasman Sea to the east, and South Australia to the west.",What city is the capital of Victoria?,"{'text': ['Melbourne', 'Melbourne', 'Melbourne'], 'answer_start': [321, 321, 321]}"," Correct. Melbourne is the capital city of Victoria. However, it's important to note that while Melbourne is the largest city and the administrative center of the state, it does not have formal status as a capital under the Australian Constitution. Nonetheless, it is commonly referred to as the capital due to its importance as a cultural, economic, and political hub."
9328,572ff935b2c2fd140056869d,Rhine,"The Rhine-Meuse Delta is a tidal delta, shaped not only by the sedimentation of the rivers, but also by tidal currents. This meant that high tide formed a serious risk because strong tidal currents could tear huge areas of land into the sea. Before the construction of the Delta Works, tidal influence was palpable up to Nijmegen, and even today, after the regulatory action of the Delta Works, the tide acts far inland. At the Waal, for example, the most landward tidal influence can be detected between Brakel and Zaltbommel.",What does a high tide risk near lands? ,"{'text': ['tear huge areas of land into the sea.', 'tidal currents', 'tear huge areas of land into the sea'], 'answer_start': [204, 104, 204]}"," correct.

However, it would be more accurate to say ""a high tide poses a risk of tearing huge areas of land into the sea due to strong tidal currents."" Instead of repeating the same phrase twice in the answer, it would be clearer and more concise to include both pieces of information in one statement."
7830,57281f203acd2414000df4f7,Doctor_Who,"The original logo used for the First Doctor (and briefly for the Second Doctor) was reused in a slightly modified format for the 50th anniversary special ""The Day of the Doctor"" during the Eleventh Doctor's run. The logo used in the television movie featuring the Eighth Doctor was an updated version of the logo used for the Third Doctor. The logo from 1973–80 was used for the Third Doctor's final season and for the majority of the Fourth Doctor's tenure. The following logo, while most associated with the Fifth Doctor, was also used for the Fourth Doctor's final season. The logo used for the Ninth Doctor was slightly edited for the Tenth Doctor, but it retained the same general appearance. The logo used for the Eleventh Doctor had the ""DW"" TARDIS insignia placed to the right in 2012, but the same font remained, albeit with a slight edit to the texture every episode, with the texture relating to some aspect of the story. The logo for the Twelfth Doctor had the ""DW"" TARDIS insignia removed and the font was subtly altered, as well as made slightly larger. As of 2014, the logo used for the Third and Eighth Doctors is the primary logo used on all media and merchandise relating to past Doctors, and the current Doctor Who logo is used for all merchandise relating to the current Doctor.",What logo is used for all merchandise that features past Doctors?,"{'text': ['the logo used for the Third and Eighth Doctors', 'the Third and Eighth Doctors', 'the logo used for the Third and Eighth Doctors'], 'answer_start': [1080, 1098, 1080]}", correct.
366,56beb90c3aeaaa14008c92ca,Super_Bowl_50,"This was the first Super Bowl to feature a quarterback on both teams who was the #1 pick in their draft classes. Manning was the #1 selection of the 1998 NFL draft, while Newton was picked first in 2011. The matchup also pits the top two picks of the 2011 draft against each other: Newton for Carolina and Von Miller for Denver. Manning and Newton also set the record for the largest age difference between opposing Super Bowl quarterbacks at 13 years and 48 days (Manning was 39, Newton was 26).",How much older was Manning than Newton during Super Bowl 50?,"{'text': ['13 years and 48 days', '13 years and 48 days', '13 years'], 'answer_start': [443, 443, 443]}", Correct.
5106,57267ebfdd62a815002e872e,Geology,"Among the most well-known experiments in structural geology are those involving orogenic wedges, which are zones in which mountains are built along convergent tectonic plate boundaries. In the analog versions of these experiments, horizontal layers of sand are pulled along a lower surface into a back stop, which results in realistic-looking patterns of faulting and the growth of a critically tapered (all angles remain the same) orogenic wedge. Numerical models work in the same way as these analog models, though they are often more sophisticated and can include patterns of erosion and uplift in the mountain belt. This helps to show the relationship between erosion and the shape of the mountain range. These studies can also give useful information about pathways for metamorphism through pressure, temperature, space, and time.",Horizontal layers of what are pulled along a surface into a back stop in analog versions of orogenic wedge experiments?,"{'text': ['sand', 'sand', 'sand'], 'answer_start': [252, 252, 252]}", correct.
6639,5729ffda1d046914007796b1,Immune_system,"Long-term active memory is acquired following infection by activation of B and T cells. Active immunity can also be generated artificially, through vaccination. The principle behind vaccination (also called immunization) is to introduce an antigen from a pathogen in order to stimulate the immune system and develop specific immunity against that particular pathogen without causing disease associated with that organism. This deliberate induction of an immune response is successful because it exploits the natural specificity of the immune system, as well as its inducibility. With infectious disease remaining one of the leading causes of death in the human population, vaccination represents the most effective manipulation of the immune system mankind has developed.","In the process of vaccination, what is introduced in order to develop a specific immunity?","{'text': ['an antigen from a pathogen', 'antigen', 'antigen from a pathogen'], 'answer_start': [237, 240, 240]}", correct.
8064,5728667eff5b5019007da1fe,University_of_Chicago,"All Recognized Student Organizations, from the University of Chicago Scavenger Hunt to Model UN, in addition to academic teams, sports club, arts groups, and more are funded by The University of Chicago Student Government. Student Government is made up of graduate and undergraduate students elected to represent members from their respective academic unit. It is led by an Executive Committee, chaired by a President with the assistance of two Vice Presidents, one for Administration and the other for Student Life, elected together as a slate by the student body each spring. Its annual budget is greater than $2 million.",How many vice presidents are on the Student Board?,"{'text': ['two', 'two', 'two'], 'answer_start': [441, 441, 441]}", correct.
3499,571c3e8cdd7acb1400e4c0aa,Oxygen,"In the late 17th century, Robert Boyle proved that air is necessary for combustion. English chemist John Mayow (1641–1679) refined this work by showing that fire requires only a part of air that he called spiritus nitroaereus or just nitroaereus. In one experiment he found that placing either a mouse or a lit candle in a closed container over water caused the water to rise and replace one-fourteenth of the air's volume before extinguishing the subjects. From this he surmised that nitroaereus is consumed in both respiration and combustion.",What chemist showed that fire needed only a part of air?,"{'text': ['John Mayow', 'John Mayow', 'Mayow', 'John Mayow'], 'answer_start': [100, 100, 105, 100]}", Correct.
2529,56f8aa749b226e1400dd0da7,Martin_Luther,"The Ten Commandments, and the beginnings of the renewed life of Christians accorded to them by the sacrament of baptism, are a present foreshadowing of the believers' future angel-like life in heaven in the midst of this life. Luther's teaching of the Ten Commandments, therefore, has clear eschatological overtones, which, characteristically for Luther, do not encourage world-flight but direct the Christian to service to the neighbor in the common, daily vocations of this perishing world.",What sacrament accords Christians renewed life?,"{'text': ['baptism', 'baptism', 'baptism'], 'answer_start': [112, 112, 112]}", correct.
3383,57115bf350c2381900b54a94,Steam_engine,"Although the reciprocating steam engine is no longer in widespread commercial use, various companies are exploring or exploiting the potential of the engine as an alternative to internal combustion engines. The company Energiprojekt AB in Sweden has made progress in using modern materials for harnessing the power of steam. The efficiency of Energiprojekt's steam engine reaches some 27-30% on high-pressure engines. It is a single-step, 5-cylinder engine (no compound) with superheated steam and consumes approx. 4 kg (8.8 lb) of steam per kWh.[not in citation given]",Where is Energiprojekt AB based?,"{'text': ['Sweden', 'Sweden', 'Sweden'], 'answer_start': [239, 239, 239]}", Correct.
9521,572fc78d04bcaa1900d76d0a,Scottish_Parliament,"Committees comprise a small number of MSPs, with membership reflecting the balance of parties across Parliament. There are different committees with their functions set out in different ways. Mandatory Committees are committees which are set down under the Scottish Parliament's standing orders, which govern their remits and proceedings. The current Mandatory Committees in the fourth Session of the Scottish Parliament are: Public Audit; Equal Opportunities; European and External Relations; Finance; Public Petitions; Standards, Procedures and Public Appointments; and Delegated Powers and Law Reform.",What type of committee is set down under the SP's standing orders?,"{'text': ['Mandatory', 'Mandatory', 'Mandatory Committees'], 'answer_start': [192, 192, 192]}"," correct. The context and answer both refer to Mandatory Committees. Therefore, the answer is correct as given in the context."
5718,572681ab708984140094c85f,American_Broadcasting_Company,"In 1934, Mutual filed a complaint with the Federal Communications Commission (FCC) regarding its difficulties in establishing new stations, in a radio market that was already being saturated by NBC and CBS. In 1938, the FCC began a series of investigations into the practices of radio networks and published its report on the broadcasting of network radio programs in 1940. The report recommended that RCA give up control of either NBC Red or NBC Blue. At that time, the NBC Red Network was the principal radio network in the United States and, according to the FCC, RCA was using NBC Blue to eliminate any hint of competition. Having no power over the networks themselves, the FCC established a regulation forbidding licenses to be issued for radio stations if they were affiliated with a network which already owned multiple networks that provided content of public interest.",In what year did the FCC publish it's report?,"{'text': ['1940', '1940', '1940'], 'answer_start': [368, 368, 368]}", correct.
5234,572679c35951b619008f73de,Newcastle_upon_Tyne,"According to the UK Government's returned 2001 census information, the city of Newcastle had a population of 189,863, whereas the metropolitan borough of Newcastle had a population of around 259,000. Newcastle has a population of 282,442 according to the Office for National Statistics. The metropolitan boroughs of North Tyneside (population circa 201,000), South Tyneside (population circa 148,000) and Gateshead (population circa 201,000) are, along with Newcastle, all part of the Tyneside conurbation (population circa 880,000). The metropolitan county of Tyne and Wear, which consists of the four aforementioned boroughs as well as the City of Sunderland (population circa 275,000), had a population of around 1,076,000 and the Tyne and Wear City Region which also includes North Durham, South East Northumberland and the Tyne Valley has a population of 1,650,000. Newcastle is also home to a large student population with Newcastle and Northumbria Universities in the local area. Areas with predominant student populations include Jesmond and Heaton.",There are two of what type of institution in Newcastle?,"{'text': ['Universities', 'Newcastle and Northumbria Universities', 'Universities'], 'answer_start': [955, 929, 955]}", correct.
6145,5726ab47f1498d1400e8e6a2,Genghis_Khan,"Temüjin began his ascent to power by offering himself as an ally (or, according to other sources, a vassal) to his father's anda (sworn brother or blood brother) Toghrul, who was Khan of the Keraites, and is better known by the Chinese title ""Wang Khan"", which the Jurchen Jin dynasty granted him in 1197. This relationship was first reinforced when Börte was captured by the Merkits. Temüjin turned to Toghrul for support, and in response, Toghrul offered his vassal 20,000 of his Keraite warriors and suggested that he also involve his childhood friend Jamukha, who had himself become Khan (ruler) of his own tribe, the Jadaran.",What is an anda?,"{'text': ['sworn brother or blood brother', 'sworn brother', 'sworn brother or blood brother)'], 'answer_start': [130, 130, 130]}", Correct.
9566,572fd47fa23a5019007fca57,Scottish_Parliament,"The party, or parties, that hold the majority of seats in the Parliament forms the Scottish Government. In contrast to many other parliamentary systems, Parliament elects a First Minister from a number of candidates at the beginning of each parliamentary term (after a general election). Any member can put their name forward to be First Minister, and a vote is taken by all members of Parliament. Normally, the leader of the largest party is returned as First Minister, and head of the Scottish Government. Theoretically, Parliament also elects the Scottish Ministers who form the government of Scotland and sit in the Scottish cabinet, but such ministers are, in practice, appointed to their roles by the First Minister. Junior ministers, who do not attend cabinet, are also appointed to assist Scottish ministers in their departments. Most ministers and their juniors are drawn from amongst the elected MSPs, with the exception of Scotland's Chief Law Officers: the Lord Advocate and the Solicitor General. Whilst the First Minister chooses the ministers – and may decide to remove them at any time – the formal appointment or dismissal is made by the Sovereign.",Who is eligible to toss their name in the hat to be First Minister?,"{'text': ['Any member', 'Any member', 'Any member'], 'answer_start': [288, 288, 288]}", Correct. Any member of Parliament is eligible to put their name forward to be the First Minister in Scotland.
4077,5725bbec271a42140099d0d2,European_Union_law,"European Union law is applied by the courts of member states and the Court of Justice of the European Union. Where the laws of member states provide for lesser rights European Union law can be enforced by the courts of member states. In case of European Union law which should have been transposed into the laws of member states, such as Directives, the European Commission can take proceedings against the member state under the Treaty on the Functioning of the European Union. The European Court of Justice is the highest court able to interpret European Union law. Supplementary sources of European Union law include case law by the Court of Justice, international law and general principles of European Union law.",Who can enforce the European Union law when member states provide lesser rights?,"{'text': ['courts of member states', 'the courts of member states', 'the courts of member states', 'the courts of member states'], 'answer_start': [209, 205, 205, 205]}"," correct.

(Note: The index values in 'answer\_start' are just placeholders and do not reflect the actual positions of the answers in the text.)"
3918,5725cda338643c19005acd41,Apollo_program,"North American Aviation won the contract to build the CSM, and also the second stage of the Saturn V launch vehicle for NASA. Because the CSM design was started early before the selection of lunar orbit rendezvous, the service propulsion engine was sized to lift the CSM off of the Moon, and thus was oversized to about twice the thrust required for translunar flight. Also, there was no provision for docking with the Lunar Module. A 1964 program definition study concluded that the initial design should be continued as Block I which would be used for early testing, while Block II, the actual lunar spacecraft, would incorporate the docking equipment and take advantage of the lessons learned in Block I development.",In what year was a program study done on the modules labeled as Block I and Block II?,"{'text': ['1964', '1964', '1964', '1964', '1964'], 'answer_start': [435, 435, 435, 435, 435]}", Correct.
10095,5730b9dc8ab72b1400f9c710,United_Methodist_Church,"The United Methodist Church maintains that war is incompatible with Christ's message and teachings. Therefore, the Church rejects war as an instrument of national foreign policy, to be employed only as a last resort in the prevention of such evils as genocide, brutal suppression of human rights, and unprovoked international aggression. It insists that the first moral duty of all nations is to resolve by peaceful means every dispute that arises between or among them; that human values must outweigh military claims as governments determine their priorities; that the militarization of society must be challenged and stopped; that the manufacture, sale, and deployment of armaments must be reduced and controlled; and that the production, possession, or use of nuclear weapons be condemned. Consequently, the United Methodist Church endorses general and complete disarmament under strict and effective international control.",What does the UMC endorse under strict and effective international control?,"{'text': ['general and complete disarmament', 'evils as genocide, brutal suppression of human rights, and unprovoked international aggression', 'general and complete disarmament'], 'answer_start': [845, 242, 845]}"," correct.

(Note: The numbers in square brackets in the answer represent the position of each phrase in the context provided.)"
1155,56de4b074396321400ee2795,Normans,"In England, the period of Norman architecture immediately succeeds that of the Anglo-Saxon and precedes the Early Gothic. In southern Italy, the Normans incorporated elements of Islamic, Lombard, and Byzantine building techniques into their own, initiating a unique style known as Norman-Arab architecture within the Kingdom of Sicily.",What place had the Norman Arab architectural style?,"{'text': ['Sicily', 'Sicily', 'Kingdom of Sicily'], 'answer_start': [328, 328, 317]}", correct.
3985,5725de30ec44d21400f3d6ee,Apollo_program,"To remedy the causes of the fire, changes were made in the Block II spacecraft and operational procedures, the most important of which were use of a nitrogen/oxygen mixture instead of pure oxygen before and during launch, and removal of flammable cabin and space suit materials. The Block II design already called for replacement of the Block I plug-type hatch cover with a quick-release, outward opening door. NASA discontinued the manned Block I program, using the Block I spacecraft only for unmanned Saturn V flights. Crew members would also exclusively wear modified, fire-resistant Block II space suits, and would be designated by the Block II titles, regardless of whether a LM was present on the flight or not.",What type of materials inside the cabin were removed to help prevent more fire hazards in the future?,"{'text': ['flammable cabin and space suit materials', 'flammable cabin', 'flammable', 'flammable cabin and space suit materials', 'flammable cabin and space suit materials.'], 'answer_start': [237, 237, 237, 237, 237]}", correct.
1071,56dde27d9a695914005b9651,Normans,"The descendants of Rollo's Vikings and their Frankish wives would replace the Norse religion and Old Norse language with Catholicism (Christianity) and the Gallo-Romance language of the local people, blending their maternal Frankish heritage with Old Norse traditions and customs to synthesize a unique ""Norman"" culture in the north of France. The Norman language was forged by the adoption of the indigenous langue d'oïl branch of Romance by a Norse-speaking ruling class, and it developed into the regional language that survives today.",What was the Norman religion?,"{'text': ['Catholicism', 'Catholicism', 'Catholicism'], 'answer_start': [121, 121, 121]}"," correct.

The context states that the Normans adopted Catholicism as their religion and replaced Old Norse with the Gallo-Romance language, which is why the answer is 'Catholicism'."
1559,56e10f14e3433e1400422b5e,Nikola_Tesla,"In 1937, at a luncheon in his honor concerning the death ray, Tesla stated, ""But it is not an experiment ... I have built, demonstrated and used it. Only a little time will pass before I can give it to the world."" His records indicate that the device is based on a narrow stream of small tungsten pellets that are accelerated via high voltage (by means akin to his magnifying transformer).",Of what material were the death rays pellets made?,"{'text': ['tungsten', 'tungsten', 'tungsten'], 'answer_start': [288, 288, 288]}", correct.
8576,57292994af94a219006aa132,Kenya,"In the motor rallying arena, Kenya is home to the world famous Safari Rally, commonly acknowledged as one of the toughest rallies in the world. It was a part of the World Rally Championship for many years until its exclusion after the 2002 event owing to financial difficulties. Some of the best rally drivers in the world have taken part in and won the rally, such as Björn Waldegård, Hannu Mikkola, Tommi Mäkinen, Shekhar Mehta, Carlos Sainz and Colin McRae. Although the rally still runs annually as part of the Africa rally championship, the organisers are hoping to be allowed to rejoin the World Rally championship in the next couple of years.",What is the Safair Rally known as?,"{'text': ['one of the toughest rallies in the world', 'toughest rallies in the world', 'toughest rallies in the world.'], 'answer_start': [102, 113, 113]}", correct.
9383,57300761947a6a140053cf9c,Rhine,"The Rhine was not known to Herodotus and first enters the historical period in the 1st century BC in Roman-era geography. At that time, it formed the boundary between Gaul and Germania. The Upper Rhine had been part of the areal of the late Hallstatt culture since the 6th century BC, and by the 1st century BC, the areal of the La Tène culture covered almost its entire length, forming a contact zone with the Jastorf culture, i.e. the locus of early Celtic-Germanic cultural contact. In Roman geography, the Rhine formed the boundary between Gallia and Germania by definition; e.g. Maurus Servius Honoratus, Commentary on the Aeneid of Vergil (8.727) (Rhenus) fluvius Galliae, qui Germanos a Gallia dividit ""(The Rhine is a) river of Gaul, which divides the Germanic people from Gaul.""",Since when was the Rhine part of the areal of Hallstatt culture?,"{'text': ['6th century BC', '6th century BC', '6th century BC'], 'answer_start': [269, 269, 269]}", correct.
1366,56e059c8231d4119001ac05a,Nikola_Tesla,"During that year, Tesla worked in Pittsburgh, helping to create an alternating current system to power the city's streetcars. He found the time there frustrating because of conflicts between him and the other Westinghouse engineers over how best to implement AC power. Between them, they settled on a 60-cycle AC current system Tesla proposed (to match the working frequency of Tesla's motor), although they soon found that, since Tesla's induction motor could only run at a constant speed, it would not work for street cars. They ended up using a DC traction motor instead.",What motor did they end up using instead of the one Tesla wanted? ,"{'text': ['DC traction motor', 'a DC traction motor', 'DC traction motor'], 'answer_start': [548, 546, 548]}", correct.
4338,5725c071271a42140099d129,Amazon_rainforest,"During the mid-Eocene, it is believed that the drainage basin of the Amazon was split along the middle of the continent by the Purus Arch. Water on the eastern side flowed toward the Atlantic, while to the west water flowed toward the Pacific across the Amazonas Basin. As the Andes Mountains rose, however, a large basin was created that enclosed a lake; now known as the Solimões Basin. Within the last 5–10 million years, this accumulating water broke through the Purus Arch, joining the easterly flow toward the Atlantic.",What is the name of the basin that was created from a enclosed lake?,"{'text': ['Solimões Basin', 'Solimões Basin', 'Solimões Basin'], 'answer_start': [373, 373, 373]}", correct.
789,56d7270c0d65d214001983f7,Super_Bowl_50,"Manning finished the game 13 of 23 for 141 yards with one interception and zero touchdowns. Sanders was his top receiver with six receptions for 83 yards. Anderson was the game's leading rusher with 90 yards and a touchdown, along with four receptions for 10 yards. Miller had six total tackles (five solo), 2½ sacks, and two forced fumbles. Ware had five total tackles and two sacks. Ward had seven total tackles, a fumble recovery, and an interception. McManus made all four of his field goals, making him perfect on all 11 attempts during the post-season. Newton completed 18 of 41 passes for 265 yards, with one interception. He was also the team's leading rusher with 45 yards on six carries. Brown caught four passes for 80 yards, while Ginn had four receptions for 74. Ealy was the top defensive performer for Carolina with four total tackles, three sacks, a forced fumble, a fumble recovery, and an interception. Defensive End Charles Johnson had four total tackles, a sack, and a forced fumble. Linebacker Luke Kuechly had 11 total tackles, while Thomas Davis had seven, despite playing just two weeks after breaking his right arm in the NFC title game.",Who was the game's top receiver?,"{'text': ['Sanders', 'Sanders', 'Sanders'], 'answer_start': [92, 92, 92]}", correct.
910,573314e3d058e614000b56f1,Warsaw,"The city is the seat of a Roman Catholic archdiocese (left bank of the Vistula) and diocese (right bank), and possesses various universities, most notably the Polish Academy of Sciences and the University of Warsaw, two opera houses, theatres, museums, libraries and monuments. The historic city-centre of Warsaw with its picturesque Old Town in 1980 was listed as a UNESCO World Heritage Site. Other main architectural attractions include the Castle Square with the Royal Castle and the iconic King Sigismund's Column, St. John's Cathedral, Market Square, palaces, churches and mansions all displaying a richness of colour and architectural detail. Buildings represent examples of nearly every European architectural style and historical period. Warsaw provides many examples of architecture from the gothic, renaissance, baroque and neoclassical periods, and around a quarter of the city is filled with luxurious parks and royal gardens.",What is another notable university in Warsaw after the University of Warsaw?,"{'text': ['Polish Academy of Sciences', 'Polish Academy of Sciences', 'Polish Academy of Sciences'], 'answer_start': [159, 159, 159]}", Correct. The Polish Academy of Sciences is another notable university in Warsaw.
7441,5729e38daf94a219006aa69e,Economic_inequality,"John Schmitt and Ben Zipperer (2006) of the CEPR point to economic liberalism and the reduction of business regulation along with the decline of union membership as one of the causes of economic inequality. In an analysis of the effects of intensive Anglo-American liberal policies in comparison to continental European liberalism, where unions have remained strong, they concluded ""The U.S. economic and social model is associated with substantial levels of social exclusion, including high levels of income inequality, high relative and absolute poverty rates, poor and unequal educational outcomes, poor health outcomes, and high rates of crime and incarceration. At the same time, the available evidence provides little support for the view that U.S.-style labor-market flexibility dramatically improves labor-market outcomes. Despite popular prejudices to the contrary, the U.S. economy consistently affords a lower level of economic mobility than all the continental European countries for which data is available.""",What does the U.S. economic and social model have substantial levels of?,"{'text': ['social exclusion', 'social exclusion', 'social exclusion'], 'answer_start': [459, 459, 459]}"," correct. However, it would be more clear if the answer specified ""substantial levels of social exclusion, including high levels of income inequality, high relative and absolute poverty rates, poor and unequal educational outcomes, poor health outcomes, and high rates of crime and incarceration."" as in the context."
9981,5730b7ce069b5314008322c5,Imperialism,"The early United States expressed its opposition to Imperialism, at least in a form distinct from its own Manifest Destiny, through policies such as the Monroe Doctrine. However, beginning in the late 19th and early 20th century, policies such as Theodore Roosevelt’s interventionism in Central America and Woodrow Wilson’s mission to ""make the world safe for democracy"" changed all this. They were often backed by military force, but were more often affected from behind the scenes. This is consistent with the general notion of hegemony and imperium of historical empires. In 1898, Americans who opposed imperialism created the Anti-Imperialist League to oppose the US annexation of the Philippines and Cuba. One year later, a war erupted in the Philippines causing business, labor and government leaders in the US to condemn America's occupation in the Philippines as they also denounced them for causing the deaths of many Filipinos. American foreign policy was denounced as a ""racket"" by Smedley Butler, an American general. He said, ""Looking back on it, I might have given Al Capone a few hints. The best he could do was to operate his racket in three districts. I operated on three continents"".",Which country besides the Cuba did the United states try to annex in 1898?,"{'text': ['the Philippines', 'Philippines', 'Philippines', 'Philippines', 'Philippines'], 'answer_start': [685, 689, 689, 689, 689]}", correct.
2008,56e764e200c9c71400d7708f,Teacher,"Research shows that student motivation and attitudes towards school are closely linked to student-teacher relationships. Enthusiastic teachers are particularly good at creating beneficial relations with their students. Their ability to create effective learning environments that foster student achievement depends on the kind of relationship they build with their students. Useful teacher-to-student interactions are crucial in linking academic success with personal achievement. Here, personal success is a student's internal goal of improving himself, whereas academic success includes the goals he receives from his superior. A teacher must guide his student in aligning his personal goals with his academic goals. Students who receive this positive influence show stronger self-confidence and greater personal and academic success than those without these teacher interactions.",What type of relationships do enthusiastic teachers cause?,"{'text': ['beneficial', 'beneficial', 'beneficial'], 'answer_start': [177, 177, 177]}"," correct.

The provided context states that enthusiastic teachers cause beneficial relationships with their students. The answer correctly reflects this by listing the word ""beneficial"" three times to indicate that it is the type of relationship being referred to."
8271,57287ee3ff5b5019007da275,Yuan_dynasty,"The average Mongol garrison family of the Yuan dynasty seems to have lived a life of decaying rural leisure, with income from the harvests of their Chinese tenants eaten up by costs of equipping and dispatching men for their tours of duty. The Mongols practiced debt slavery, and by 1290 in all parts of the Mongol Empire commoners were selling their children into slavery. Seeing this as damaging to the Mongol nation, Kublai in 1291 forbade the sale abroad of Mongols. Kublai wished to persuade the Chinese that he was becoming increasingly sinicized while maintaining his Mongolian credentials with his own people. He set up a civilian administration to rule, built a capital within China, supported Chinese religions and culture, and devised suitable economic and political institutions for the court. But at the same time he never abandoned his Mongolian heritage.",When did Kublai ban the international Mongol slave trade?,"{'text': ['1291', '1291', '1291'], 'answer_start': [430, 430, 430]}", correct.
1163,56de51c64396321400ee27f7,Normans,"Normandy was the site of several important developments in the history of classical music in the 11th century. Fécamp Abbey and Saint-Evroul Abbey were centres of musical production and education. At Fécamp, under two Italian abbots, William of Volpiano and John of Ravenna, the system of denoting notes by letters was developed and taught. It is still the most common form of pitch representation in English- and German-speaking countries today. Also at Fécamp, the staff, around which neumes were oriented, was first developed and taught in the 11th century. Under the German abbot Isembard, La Trinité-du-Mont became a centre of musical composition.",In what century did important classical music developments occur in Normandy?,"{'text': ['11th', 'the 11th', '11th'], 'answer_start': [97, 93, 97]}", correct.
630,56d9c049dc89441400fdb78f,Super_Bowl_50,"Westwood One will carry the game throughout North America, with Kevin Harlan as play-by-play announcer, Boomer Esiason and Dan Fouts as color analysts, and James Lofton and Mark Malone as sideline reporters. Jim Gray will anchor the pre-game and halftime coverage.",Who were the Westwood one color analysts?,"{'text': ['Boomer Esiason and Dan Fouts', 'Boomer Esiason and Dan Fouts', 'Boomer Esiason and Dan Fouts'], 'answer_start': [104, 104, 104]}", correct.
2747,57060a1175f01819005e78d5,Southern_California,"Since the 1920s, motion pictures, petroleum and aircraft manufacturing have been major industries. In one of the richest agricultural regions in the U.S., cattle and citrus were major industries until farmlands were turned into suburbs. Although military spending cutbacks have had an impact, aerospace continues to be a major factor.","Outside of livestock, what else was considered a major industry in the agriculture regions?","{'text': ['citrus', 'citrus', 'citrus'], 'answer_start': [166, 166, 166]}"," Wrong. The answer should be ""citrus"" once, not three times."
7699,572800b03acd2414000df1f2,Doctor_Who,"Doctor Who originally ran for 26 seasons on BBC One, from 23 November 1963 until 6 December 1989. During the original run, each weekly episode formed part of a story (or ""serial"") — usually of four to six parts in earlier years and three to four in later years. Notable exceptions were: The Daleks' Master Plan, which aired in 12 episodes (plus an earlier one-episode teaser, ""Mission to the Unknown"", featuring none of the regular cast); almost an entire season of seven-episode serials (season 7); the 10-episode serial The War Games; and The Trial of a Time Lord, which ran for 14 episodes (albeit divided into three production codes and four narrative segments) during season 23. Occasionally serials were loosely connected by a storyline, such as season 8 being devoted to the Doctor battling a rogue Time Lord called The Master, season 16's quest for The Key to Time, season 18's journey through E-Space and the theme of entropy, and season 20's Black Guardian Trilogy.",When was the last episode of the original series?,"{'text': ['6 December 1989', '6 December 1989', '6 December 1989'], 'answer_start': [81, 81, 81]}", Correct.
