,id,title,context,question,answers,mistral Verdict
3982,5a7b054521c2de001afe9cd0,"Fresno,_California","Fresno (/ˈfrɛznoʊ/ FREZ-noh), the county seat of Fresno County, is a city in the U.S. state of California. As of 2015, the city's population was 520,159, making it the fifth-largest city in California, the largest inland city in California and the 34th-largest in the nation. Fresno is in the center of the San Joaquin Valley and is the largest city in the Central Valley, which contains the San Joaquin Valley. It is approximately 220 miles (350 km) northwest of Los Angeles, 170 miles (270 km) south of the state capital, Sacramento, or 185 miles (300 km) south of San Francisco. The name Fresno means ""ash tree"" in Spanish, and an ash leaf is featured on the city's flag.",How large is the San Joaquin Valley?,"{'text': [], 'answer_start': []}"," Wrong. The question asks for a description of the size of the San Joaquin Valley, but the answer provided does not contain any information about its size."
6766,5729d878af94a219006aa66d,Economic_inequality,"In a purely capitalist mode of production (i.e. where professional and labor organizations cannot limit the number of workers) the workers wages will not be controlled by these organizations, or by the employer, but rather by the market. Wages work in the same way as prices for any other good. Thus, wages can be considered as a function of market price of skill. And therefore, inequality is driven by this price. Under the law of supply and demand, the price of skill is determined by a race between the demand for the skilled worker and the supply of the skilled worker. ""On the other hand, markets can also concentrate wealth, pass environmental costs on to society, and abuse workers and consumers."" ""Markets, by themselves, even when they are stable, often lead to high levels of inequality, outcomes that are widely viewed as unfair."" Employers who offer a below market wage will find that their business is chronically understaffed. Their competitors will take advantage of the situation by offering a higher wage the best of their labor. For a businessman who has the profit motive as the prime interest, it is a losing proposition to offer below or above market wages to workers.",What can be considered as a function of market price of skill?,"{'text': ['wages', 'wages', 'wages'], 'answer_start': [301, 301, 301]}", correct.
1235,5a638d2768151a001a92236f,Victoria_(Australia),"More than 26,000 square kilometres (10,000 sq mi) of Victorian farmland are sown for grain, mostly in the state's west. More than 50% of this area is sown for wheat, 33% for barley and 7% for oats. A further 6,000 square kilometres (2,300 sq mi) is sown for hay. In 2003–04, Victorian farmers produced more than 3 million tonnes of wheat and 2 million tonnes of barley. Victorian farms produce nearly 90% of Australian pears and third of apples. It is also a leader in stone fruit production. The main vegetable crops include asparagus, broccoli, carrots, potatoes and tomatoes. Last year, 121,200 tonnes of pears and 270,000 tonnes of tomatoes were produced.",What percentage of farmland grows beans?,"{'text': [], 'answer_start': []}", Wrong. There is no mention of beans in the context provided.
9884,5acfe69177cf76001a6863be,Islamism,"Another major division within Islamism is between what Graham E. Fuller has described as the fundamentalist ""guardians of the tradition"" (Salafis, such as those in the Wahhabi movement) and the ""vanguard of change and Islamic reform"" centered around the Muslim Brotherhood. Olivier Roy argues that ""Sunni pan-Islamism underwent a remarkable shift in the second half of the 20th century"" when the Muslim Brotherhood movement and its focus on Islamisation of pan-Arabism was eclipsed by the Salafi movement with its emphasis on ""sharia rather than the building of Islamic institutions,"" and rejection of Shia Islam. Following the Arab Spring, Roy has described Islamism as ""increasingly interdependent"" with democracy in much of the Arab Muslim world, such that ""neither can now survive without the other."" While Islamist political culture itself may not be democratic, Islamists need democratic elections to maintain their legitimacy. At the same time, their popularity is such that no government can call itself democratic that excludes mainstream Islamist groups.",What exists between fundamentalist Islamism and non-reformist Islamism?,"{'text': [], 'answer_start': []}"," Wrong. The question asks for what exists between ""fundamentalist Islamism"" and ""non-reformist Islamism,"" but the context provided describes two distinct groups within Islamism: the Salafis, who are described as fundamentalist guardians of tradition, and the Muslim Brotherhood, who are described as a movement for Islamic reform. There is no mention of a non-reformist Islamist group in the context."
9829,5ad0440a77cf76001a686f49,Scottish_Parliament,"As in the House of Commons, a number of qualifications apply to being an MSP. Such qualifications were introduced under the House of Commons Disqualification Act 1975 and the British Nationality Act 1981. Specifically, members must be over the age of 18 and must be a citizen of the United Kingdom, the Republic of Ireland, one of the countries in the Commonwealth of Nations, a citizen of a British overseas territory, or a European Union citizen resident in the UK. Members of the police and the armed forces are disqualified from sitting in the Scottish Parliament as elected MSPs, and similarly, civil servants and members of foreign legislatures are disqualified. An individual may not sit in the Scottish Parliament if he or she is judged to be insane under the terms of the Mental Health (Care and Treatment) (Scotland) Act 2003.",The House of Lords introduced qualifications for which position?,"{'text': [], 'answer_start': []}"," Wrong. The context provided is about the qualifications for being an MSP in the Scottish Parliament, not the House of Lords."
11675,5ad278c3d7d075001a42957d,Force,"In modern particle physics, forces and the acceleration of particles are explained as a mathematical by-product of exchange of momentum-carrying gauge bosons. With the development of quantum field theory and general relativity, it was realized that force is a redundant concept arising from conservation of momentum (4-momentum in relativity and momentum of virtual particles in quantum electrodynamics). The conservation of momentum can be directly derived from the homogeneity or symmetry of space and so is usually considered more fundamental than the concept of a force. Thus the currently known fundamental forces are considered more accurately to be ""fundamental interactions"".:199–128 When particle A emits (creates) or absorbs (annihilates) virtual particle B, a momentum conservation results in recoil of particle A making impression of repulsion or attraction between particles A A' exchanging by B. This description applies to all forces arising from fundamental interactions. While sophisticated mathematical descriptions are needed to predict, in full detail, the accurate result of such interactions, there is a conceptually simple way to describe such interactions through the use of Feynman diagrams. In a Feynman diagram, each matter particle is represented as a straight line (see world line) traveling through time, which normally increases up or to the right in the diagram. Matter and anti-matter particles are identical except for their direction of propagation through the Feynman diagram. World lines of particles intersect at interaction vertices, and the Feynman diagram represents any force arising from an interaction as occurring at the vertex with an associated instantaneous change in the direction of the particle world lines. Gauge bosons are emitted away from the vertex as wavy lines and, in the case of virtual particle exchange, are absorbed at an adjacent vertex.",What is considered less fundamental than the concept of force?,"{'text': [], 'answer_start': []}", Wrong. The context states that the concept of force is considered less fundamental than the concept of momentum conservation.
10663,5ad4bea25b96ef001a109ef6,Warsaw,"The first fortified settlements on the site of today's Warsaw were located in Bródno (9th/10th century) and Jazdów (12th/13th century). After Jazdów was raided by nearby clans and dukes, a new similar settlement was established on the site of a small fishing village called Warszowa. The Prince of Płock, Bolesław II of Masovia, established this settlement, the modern-day Warsaw, in about 1300. In the beginning of the 14th century it became one of the seats of the Dukes of Masovia, becoming the official capital of Masovian Duchy in 1413. 14th-century Warsaw's economy rested on mostly crafts and trade. Upon the extinction of the local ducal line, the duchy was reincorporated into the Polish Crown in 1526.",Who was Masovia II of Boleslaw?,"{'text': [], 'answer_start': []}"," Wrong. The Prince of Płock, who established Warsaw around 1300, was named Bolesław II of Masovia."
8362,5ad4df065b96ef001a10a4f8,Immune_system,"Pattern recognition receptors are proteins used by nearly all organisms to identify molecules associated with pathogens. Antimicrobial peptides called defensins are an evolutionarily conserved component of the innate immune response found in all animals and plants, and represent the main form of invertebrate systemic immunity. The complement system and phagocytic cells are also used by most forms of invertebrate life. Ribonucleases and the RNA interference pathway are conserved across all eukaryotes, and are thought to play a role in the immune response to viruses.",Where are ribonucleases not conserved?,"{'text': [], 'answer_start': []}"," The question asks where ribonucleases are not conserved, but the provided context states that ""Ribonucleases and the RNA interference pathway are conserved across all eukaryotes."" Therefore, the answer is wrong. The correct answer would be a list of taxonomic groups or specific organisms in which ribonucleases are not present or have not been identified. However, based on the context provided, there is no accurate answer to this question."
31,56dde27d9a695914005b9651,Normans,"The descendants of Rollo's Vikings and their Frankish wives would replace the Norse religion and Old Norse language with Catholicism (Christianity) and the Gallo-Romance language of the local people, blending their maternal Frankish heritage with Old Norse traditions and customs to synthesize a unique ""Norman"" culture in the north of France. The Norman language was forged by the adoption of the indigenous langue d'oïl branch of Romance by a Norse-speaking ruling class, and it developed into the regional language that survives today.",What was the Norman religion?,"{'text': ['Catholicism', 'Catholicism', 'Catholicism'], 'answer_start': [121, 121, 121]}"," correct.

Context: The descendants of Rollo's Vikings and their Frankish wives would replace the Norse religion and Old Norse language with Catholicism (Christianity) and the Gallo-Romance language of the local people, blending their maternal Frankish heritage with Old Norse traditions and customs to synthesize a unique ""Norman"" culture in the north of France. The Norman language was forged by the adoption of the indigenous langue d'oïl branch of Romance by a Norse-speaking ruling class, and it developed into the regional language that survives today.

Question: What religion did the Normans practice?
Answer: {'text': ['Catholicism', 'Catholicism', 'Catholicism'], 'answer_start': [0, 1, 2]}

Answer is correct as per provided context. The Normans practiced Catholicism."
8752,5a8919843b2508001a72a4bc,Prime_number,"Most early Greeks did not even consider 1 to be a number, so they could not consider it to be a prime. By the Middle Ages and Renaissance many mathematicians included 1 as the first prime number. In the mid-18th century Christian Goldbach listed 1 as the first prime in his famous correspondence with Leonhard Euler -- who did not agree. In the 19th century many mathematicians still considered the number 1 to be a prime. For example, Derrick Norman Lehmer's list of primes up to 10,006,721, reprinted as late as 1956, started with 1 as its first prime. Henri Lebesgue is said to be the last professional mathematician to call 1 prime. By the early 20th century, mathematicians began to accept that 1 is not a prime number, but rather forms its own special category as a ""unit"".",What number did Henri Lebesgue not regard as a true number?,"{'text': [], 'answer_start': []}"," Wrong. Henri Lebesgue did not consider 1 to be a prime number, but he did consider it to be a number."
6339,5a820c4931013a001a335145,Harvard_University,"Harvard's 209-acre (85 ha) main campus is centered on Harvard Yard in Cambridge, about 3 miles (5 km) west-northwest of the State House in downtown Boston, and extends into the surrounding Harvard Square neighborhood. Harvard Yard itself contains the central administrative offices and main libraries of the university, academic buildings including Sever Hall and University Hall, Memorial Church, and the majority of the freshman dormitories. Sophomore, junior, and senior undergraduates live in twelve residential Houses, nine of which are south of Harvard Yard along or near the Charles River. The other three are located in a residential neighborhood half a mile northwest of the Yard at the Quadrangle (commonly referred to as the Quad), which formerly housed Radcliffe College students until Radcliffe merged its residential system with Harvard. Each residential house contains rooms for undergraduates, House masters, and resident tutors, as well as a dining hall and library. The facilities were made possible by a gift from Yale University alumnus Edward Harkness.",How many acres of land is the State House situated on?,"{'text': [], 'answer_start': []}"," Wrong. The question asks for the number of acres that the State House is situated on, but the context does not provide this information. It only mentions the size of Harvard's main campus and the location of the State House in relation to it."
5599,5728e07e3acd2414000e00e9,Civil_disobedience,"Non-revolutionary civil disobedience is a simple disobedience of laws on the grounds that they are judged ""wrong"" by an individual conscience, or as part of an effort to render certain laws ineffective, to cause their repeal, or to exert pressure to get one's political wishes on some other issue. Revolutionary civil disobedience is more of an active attempt to overthrow a government (or to change cultural traditions, social customs, religious beliefs, etc...revolution doesn't have to be political, i.e. ""cultural revolution"", it simply implies sweeping and widespread change to a section of the social fabric). Gandhi's acts have been described as revolutionary civil disobedience. It has been claimed that the Hungarians under Ferenc Deák directed revolutionary civil disobedience against the Austrian government. Thoreau also wrote of civil disobedience accomplishing ""peaceable revolution."" Howard Zinn, Harvey Wheeler, and others have identified the right espoused in The Declaration of Independence to ""alter or abolish"" an unjust government to be a principle of civil disobedience. ",What is a simple form of civil disobedience?,"{'text': ['disobedience of laws', 'Non-revolutionary civil disobedience', 'Non-revolutionary civil disobedience', 'Non-revolutionary', 'cultural revolution'], 'answer_start': [49, 0, 0, 0, 509]}"," correct.

The answer provided correctly identifies that non-revolutionary civil disobedience is a form of simple civil disobedience, where individuals disobey laws they deem ""wrong"" or work to render certain laws ineffective. The context also mentions examples of this type of civil disobedience throughout history, further supporting the accuracy of the answer."
6101,5a679cc7f038b7001ab0c346,Private_school,"Legally, only non-profit trusts and societies can run schools in India. They will have to satisfy a number of infrastructure and human resource related criteria to get Recognition (a form of license) from the government. Critics of this system point out that this leads to corruption by school inspectors who check compliance and to fewer schools in a country that has the largest adult illiterate population in the world. While official data does not capture the real extent of private schooling in the country, various studies have reported unpopularity of government schools and an increasing number of private schools. The Annual Status of Education Report (ASER), which evaluates learning levels in rural India, has been reporting poorer academic achievement in government schools than in private schools. A key difference between the government and private schools is that the medium of education in private schools is English while it is the local language in government schools.",What is happening to the number of government schools in rural India?,"{'text': [], 'answer_start': []}"," Wrong. The question asks about the number of government schools, but the answer provided does not contain any information about the number of government schools or anything else."
1382,5a6381d868151a001a922322,Victoria_(Australia),"The Premier of Victoria is the leader of the political party or coalition with the most seats in the Legislative Assembly. The Premier is the public face of government and, with cabinet, sets the legislative and political agenda. Cabinet consists of representatives elected to either house of parliament. It is responsible for managing areas of government that are not exclusively the Commonwealth's, by the Australian Constitution, such as education, health and law enforcement. The current Premier of Victoria is Daniel Andrews.",What does the secretary need to lead in the Legislative Assembly?,"{'text': [], 'answer_start': []}"," Wrong. The question asks about what is required for a person to lead in the Legislative Assembly, not what a secretary needs specifically. In this context, the Premier is the one who leads in the Legislative Assembly and sets the legislative and political agenda with cabinet."
5753,5a669ee5f038b7001ab0c06a,Civil_disobedience,"One theory is that, while disobedience may be helpful, any great amount of it would undermine the law by encouraging general disobedience which is neither conscientious nor of social benefit. Therefore, conscientious lawbreakers must be punished. Michael Bayles argues that if a person violates a law in order to create a test case as to the constitutionality of a law, and then wins his case, then that act did not constitute civil disobedience. It has also been argued that breaking the law for self-gratification, as in the case of a homosexual or cannabis user who does not direct his act at securing the repeal of amendment of the law, is not civil disobedience. Likewise, a protestor who attempts to escape punishment by committing the crime covertly and avoiding attribution, or by denying having committed the crime, or by fleeing the jurisdiction, is generally viewed as not being a civil disobedient.",What is one reason securing an amendment of the law is not recognized?,"{'text': [], 'answer_start': []}"," Wrong. The question asks for a reason why ""securing an amendment of the law"" is not recognized as civil disobedience, but the context provided discusses reasons why certain types of lawbreaking are not considered civil disobedience, without mentioning specifically the case of seeking an amendment of the law."
9408,5730069004bcaa1900d7702f,Rhine,"At present, the branches Waal and Nederrijn-Lek discharge to the North Sea, through the former Meuse estuary, near Rotterdam. The river IJssel branch flows to the north and enters the IJsselmeer, formerly the Zuider Zee brackish lagoon; however, since 1932, a freshwater lake. The discharge of the Rhine is divided among three branches: the River Waal (6/9 of total discharge), the River Nederrijn – Lek (2/9 of total discharge) and the River IJssel (1/9 of total discharge). This discharge distribution has been maintained since 1709, by river engineering works, including the digging of the Pannerdens canal and since the 20th century, with the help of weirs in the Nederrijn river.",Where does the Ijssel branch flow?,"{'text': ['IJsselmeer', 'IJsselmeer', 'IJsselmeer', 'IJsselmeer'], 'answer_start': [184, 184, 184, 184]}"," Wrong.

The IJssel branch does not flow to the IJsselmeer directly, but the IJsselmeer is where the IJssel branch enters since it was transformed into a freshwater lake in 1932."
6698,5a1c8f54b4fb5d00187146da,"Jacksonville,_Florida","As of 2010[update], there were 366,273 households out of which 11.8% were vacant. 23.9% of households had children under the age of 18 living with them, 43.8% were married couples, 15.2% had a female householder with no husband present, and 36.4% were non-families. 29.7% of all households were made up of individuals and 7.9% had someone living alone who was 65 years of age or older. The average household size was 2.55 and the average family size was 3.21. In the city, the population was spread out with 23.9% under the age of 18, 10.5% from 18 to 24, 28.5% from 25 to 44, 26.2% from 45 to 64, and 10.9% who were 65 years of age or older. The median age was 35.5 years. For every 100 females there were 94.1 males. For every 100 females age 18 and over, there were 91.3 males.",How many women older than eighteen are there for every 100 men?,"{'text': [], 'answer_start': []}"," wrong.
The answer should be: There are 105.7 women (age 18 and over) for every 100 men. (calculate as 91.3 / 0.941)"
7178,572a1fe16aef0514001552d2,Economic_inequality,"Socialists attribute the vast disparities in wealth to the private ownership of the means of production by a class of owners, creating a situation where a small portion of the population lives off unearned property income by virtue of ownership titles in capital equipment, financial assets and corporate stock. By contrast, the vast majority of the population is dependent on income in the form of a wage or salary. In order to rectify this situation, socialists argue that the means of production should be socially owned so that income differentials would be reflective of individual contributions to the social product.",What type of income is the vast majority of the population dependent on?,"{'text': ['wage or salary', 'wage or salary', 'wage or salary'], 'answer_start': [401, 401, 401]}", correct.
2206,5711628a2419e314009555dd,Steam_engine,"The acme of the horizontal engine was the Corliss steam engine, patented in 1849, which was a four-valve counter flow engine with separate steam admission and exhaust valves and automatic variable steam cutoff. When Corliss was given the Rumford medal the committee said that ""no one invention since Watt's time has so enhanced the efficiency of the steam engine"". In addition to using 30% less steam, it provided more uniform speed due to variable steam cut off, making it well suited to manufacturing, especially cotton spinning.",What was the ultimate development of the horizontal engine?,"{'text': ['Corliss steam engine', 'Corliss', 'the Corliss steam engine'], 'answer_start': [42, 42, 38]}", correct. The answer provided matches the context given. The Corliss steam engine is identified as the ultimate development of the horizontal engine in both the question and the context. The starting position of the answer in each list ensures that it will be selected by the model in a multiple choice setting.
7508,57286d7d4b864d19001649e1,University_of_Chicago,"In the arts and entertainment, minimalist composer Philip Glass, dancer, choreographer and leader in the field of dance anthropology Katherine Dunham, Bungie founder and developer of the Halo video game series Alex Seropian, Serial host Sarah Koenig, actor Ed Asner, Pulitzer Prize for Criticism winning film critic and the subject of the 2014 documentary film Life Itself Roger Ebert, director, writer, and comedian Mike Nichols, film director and screenwriter Philip Kaufman, and Carl Van Vechten, photographer and writer, are graduates.",What is the name of the Bungie Inc. founder who is also a university graduate?,"{'text': ['Alex Seropian', 'Alex Seropian', 'Alex Seropian'], 'answer_start': [210, 210, 210]}", Correct.
7787,5ad406e9604f3c001a3ffe81,Yuan_dynasty,"From the late 1340s onwards, people in the countryside suffered from frequent natural disasters such as droughts, floods and the resulting famines, and the government's lack of effective policy led to a loss of popular support. In 1351, the Red Turban Rebellion started and grew into a nationwide uprising. In 1354, when Toghtogha led a large army to crush the Red Turban rebels, Toghun Temür suddenly dismissed him for fear of betrayal. This resulted in Toghun Temür's restoration of power on the one hand and a rapid weakening of the central government on the other. He had no choice but to rely on local warlords' military power, and gradually lost his interest in politics and ceased to intervene in political struggles. He fled north to Shangdu from Khanbaliq (present-day Beijing) in 1368 after the approach of the forces of the Míng dynasty (1368–1644), founded by Zhu Yuanzhang in the south. He had tried to regain Khanbaliq, which eventually failed; he died in Yingchang (located in present-day Inner Mongolia) two years later (1370). Yingchang was seized by the Ming shortly after his death. Some royal family members still lived in Henan today.", When was the Ming dynasty out of power?,"{'text': [], 'answer_start': []}"," Wrong. The Ming dynasty was not ""out of power"" during the time period described in the context. Instead, it was on the rise and eventually took over from the Mongol Yuan dynasty."
5254,5726ddf6f1498d1400e8ee07,Pharmacy,"The advances made in the Middle East in botany and chemistry led medicine in medieval Islam substantially to develop pharmacology. Muhammad ibn Zakarīya Rāzi (Rhazes) (865–915), for instance, acted to promote the medical uses of chemical compounds. Abu al-Qasim al-Zahrawi (Abulcasis) (936–1013) pioneered the preparation of medicines by sublimation and distillation. His Liber servitoris is of particular interest, as it provides the reader with recipes and explains how to prepare the `simples’ from which were compounded the complex drugs then generally used. Sabur Ibn Sahl (d 869), was, however, the first physician to initiate pharmacopoedia, describing a large variety of drugs and remedies for ailments. Al-Biruni (973–1050) wrote one of the most valuable Islamic works on pharmacology, entitled Kitab al-Saydalah (The Book of Drugs), in which he detailed the properties of drugs and outlined the role of pharmacy and the functions and duties of the pharmacist. Avicenna, too, described no less than 700 preparations, their properties, modes of action, and their indications. He devoted in fact a whole volume to simple drugs in The Canon of Medicine. Of great impact were also the works by al-Maridini of Baghdad and Cairo, and Ibn al-Wafid (1008–1074), both of which were printed in Latin more than fifty times, appearing as De Medicinis universalibus et particularibus by 'Mesue' the younger, and the Medicamentis simplicibus by 'Abenguefit'. Peter of Abano (1250–1316) translated and added a supplement to the work of al-Maridini under the title De Veneris. Al-Muwaffaq’s contributions in the field are also pioneering. Living in the 10th century, he wrote The foundations of the true properties of Remedies, amongst others describing arsenious oxide, and being acquainted with silicic acid. He made clear distinction between sodium carbonate and potassium carbonate, and drew attention to the poisonous nature of copper compounds, especially copper vitriol, and also lead compounds. He also describes the distillation of sea-water for drinking.[verification needed]",Which two compounds did Al-Muwaffaq differentiate between?,"{'text': ['sodium carbonate and potassium carbonate', 'sodium carbonate and potassium carbonate', 'sodium carbonate and potassium carbonate'], 'answer_start': [1838, 1838, 1838]}", Correct.
2574,5ad251d6d7d075001a428ceb,Oxygen,"The unusually high concentration of oxygen gas on Earth is the result of the oxygen cycle. This biogeochemical cycle describes the movement of oxygen within and between its three main reservoirs on Earth: the atmosphere, the biosphere, and the lithosphere. The main driving factor of the oxygen cycle is photosynthesis, which is responsible for modern Earth's atmosphere. Photosynthesis releases oxygen into the atmosphere, while respiration and decay remove it from the atmosphere. In the present equilibrium, production and consumption occur at the same rate of roughly 1/2000th of the entire atmospheric oxygen per year.",What oxygen reservoir is the driving factor of the oxygen cycle?,"{'text': [], 'answer_start': []}"," Wrong. The driving factor of the oxygen cycle is photosynthesis, which occurs in the biosphere (the part of the Earth that includes all living organisms and their interactions with each other and their physical environment). Photosynthesis releases oxygen into the atmosphere, while respiration and decay remove it from the atmosphere. The atmosphere is just one of the three main reservoirs of oxygen on Earth."
1912,57113c6da58dae1900cd6d36,Steam_engine,"The history of the steam engine stretches back as far as the first century AD; the first recorded rudimentary steam engine being the aeolipile described by Greek mathematician Hero of Alexandria. In the following centuries, the few steam-powered ""engines"" known were, like the aeolipile, essentially experimental devices used by inventors to demonstrate the properties of steam. A rudimentary steam turbine device was described by Taqi al-Din in 1551 and by Giovanni Branca in 1629. Jerónimo de Ayanz y Beaumont received patents in 1606 for fifty steam powered inventions, including a water pump for draining inundated mines. Denis Papin, a Huguenot refugee, did some useful work on the steam digester in 1679, and first used a piston to raise weights in 1690.",In what year did Jerónimo de Ayanz y Beaumont patent a water pump for draining mines?,"{'text': ['1606', '1606', '1606', '1606'], 'answer_start': [532, 532, 532, 532]}", Correct.
8391,572a0b0b6aef0514001551f7,Immune_system,"Clearly, some tumors evade the immune system and go on to become cancers. Tumor cells often have a reduced number of MHC class I molecules on their surface, thus avoiding detection by killer T cells. Some tumor cells also release products that inhibit the immune response; for example by secreting the cytokine TGF-β, which suppresses the activity of macrophages and lymphocytes. In addition, immunological tolerance may develop against tumor antigens, so the immune system no longer attacks the tumor cells.",What receptors do tumor cells often have reduced concentrations of?,"{'text': ['MHC class I molecules', 'MHC class I', 'MHC class I molecules'], 'answer_start': [117, 117, 117]}", correct.
1178,5a637a8868151a001a922307,Victoria_(Australia),"Immigrants arrived from all over the world to search for gold, especially from Ireland and China. Many Chinese miners worked in Victoria, and their legacy is particularly strong in Bendigo and its environs. Although there was some racism directed at them, there was not the level of anti-Chinese violence that was seen at the Lambing Flat riots in New South Wales. However, there was a riot at Buckland Valley near Bright in 1857. Conditions on the gold fields were cramped and unsanitary; an outbreak of typhoid at Buckland Valley in 1854 killed over 1,000 miners.",How many miners died from racism violence in 1854?,"{'text': [], 'answer_start': []}", Wrong. No mention of any deaths due to racism violence in the context provided.
11187,5ad3a733604f3c001a3feacc,French_and_Indian_War,"Further south the Southeast interior was dominated by Siouan-speaking Catawba, Muskogee-speaking Creek and Choctaw, and the Iroquoian-speaking Cherokee tribes. When war broke out, the French used their trading connections to recruit fighters from tribes in western portions of the Great Lakes region (an area not directly subject to the conflict between the French and British), including the Huron, Mississauga, Ojibwa, Winnebago, and Potawatomi. The British were supported in the war by the Iroquois Six Nations, and also by the Cherokee – until differences sparked the Anglo-Cherokee War in 1758. In 1758 the Pennsylvania government successfully negotiated the Treaty of Easton, in which a number of tribes in the Ohio Country promised neutrality in exchange for land concessions and other considerations. Most of the other northern tribes sided with the French, their primary trading partner and supplier of arms. The Creek and Cherokee were subject to diplomatic efforts by both the French and British to gain either their support or neutrality in the conflict. It was not uncommon for small bands to participate on the ""other side"" of the conflict from formally negotiated agreements, as most tribes were decentralized and bands made their own decisions about warfare.",What areas did English recruit natives from?,"{'text': [], 'answer_start': []}"," Wrong. The correct answer would be something like ""The English recruited natives primarily from the Iroquois Six Nations and the Cherokee tribes."" or ""The English recruited natives from the Iroquois Six Nations and some bands of the Cherokee tribe."""
9638,572fc41f947a6a140053cc84,Scottish_Parliament,"The Presiding Officer (or Deputy Presiding Officer) decides who speaks in chamber debates and the amount of time for which they are allowed to speak. Normally, the Presiding Officer tries to achieve a balance between different viewpoints and political parties when selecting members to speak. Typically, ministers or party leaders open debates, with opening speakers given between 5 and 20 minutes, and succeeding speakers allocated less time. The Presiding Officer can reduce speaking time if a large number of members wish to participate in the debate. Debate is more informal than in some parliamentary systems. Members may call each other directly by name, rather than by constituency or cabinet position, and hand clapping is allowed. Speeches to the chamber are normally delivered in English, but members may use Scots, Gaelic, or any other language with the agreement of the Presiding Officer. The Scottish Parliament has conducted debates in the Gaelic language.",What language other than English has the Scottish Parliament had meetings in?,"{'text': ['Gaelic', 'Gaelic', 'Scots, Gaelic, or any other language with the agreement of the Presiding Officer'], 'answer_start': [954, 954, 819]}"," correct. However, the answer provided in the list should be 'Gaelic' instead of 'Scots, Gaelic'. So the corrected answer would be: {'text': ['Gaelic'], 'answer_start': [954]}"
7678,5ad40397604f3c001a3ffd86,Yuan_dynasty,"Kublai Khan promoted commercial, scientific, and cultural growth. He supported the merchants of the Silk Road trade network by protecting the Mongol postal system, constructing infrastructure, providing loans that financed trade caravans, and encouraging the circulation of paper banknotes (鈔, Chao). Pax Mongolica, Mongol peace, enabled the spread of technologies, commodities, and culture between China and the West. Kublai expanded the Grand Canal from southern China to Daidu in the north. Mongol rule was cosmopolitan under Kublai Khan. He welcomed foreign visitors to his court, such as the Venetian merchant Marco Polo, who wrote the most influential European account of Yuan China. Marco Polo's travels would later inspire many others like Christopher Columbus to chart a passage to the Far East in search of its legendary wealth.",Where did Kublai shorten the Grand Canal to?,"{'text': [], 'answer_start': []}", Wrong. Kublai Khan expanded the Grand Canal from southern China to Daidu in the north.
9812,5ad0431077cf76001a686f30,Scottish_Parliament,"Of the 129 MSPs, 73 are elected to represent first past the post constituencies and are known as ""Constituency MSPs"". Voters choose one member to represent the constituency, and the member with most votes is returned as a constituency MSP. The 73 Scottish Parliament constituencies shared the same boundaries as the UK Parliament constituencies in Scotland, prior to the 2005 reduction in the number of Scottish MPs, with the exception of Orkney and Shetland which each return their own constituency MSP. Currently, the average Scottish Parliament constituency comprises 55,000 electors. Given the geographical distribution of population in Scotland, this results in constituencies of a smaller area in the Central Lowlands, where the bulk of Scotland's population live, and much larger constituency areas in the north and west of the country, which have a low population density. The island archipelagos of Orkney, Shetland and the Western Isles comprise a much smaller number of electors, due to their dispersed population and distance from the Scottish Parliament in Edinburgh. If a Constituency MSP resigns from Parliament, this triggers a by-election in his or her constituency, where a replacement MSP is returned from one of the parties by the plurality system.",Which islands compise a larger number of electors?,"{'text': [], 'answer_start': []}"," Wrong. The question asks which islands have a larger number of electors, but according to the context provided, Orkney, Shetland, and the Western Isles each comprise a much smaller number of electors due to their dispersed population and distance from the Scottish Parliament in Edinburgh."
5193,57268882f1498d1400e8e30a,Geology,"Sir Charles Lyell first published his famous book, Principles of Geology, in 1830. This book, which influenced the thought of Charles Darwin, successfully promoted the doctrine of uniformitarianism. This theory states that slow geological processes have occurred throughout the Earth's history and are still occurring today. In contrast, catastrophism is the theory that Earth's features formed in single, catastrophic events and remained unchanged thereafter. Though Hutton believed in uniformitarianism, the idea was not widely accepted at the time.",Which famous evolutionist was influenced by the book Principles of Geology?,"{'text': ['Charles Darwin', 'Charles Darwin', 'Charles Darwin'], 'answer_start': [126, 126, 126]}", correct.
8901,57299326af94a219006aa519,Prime_number,"For a long time, number theory in general, and the study of prime numbers in particular, was seen as the canonical example of pure mathematics, with no applications outside of the self-interest of studying the topic with the exception of use of prime numbered gear teeth to distribute wear evenly. In particular, number theorists such as British mathematician G. H. Hardy prided themselves on doing work that had absolutely no military significance. However, this vision was shattered in the 1970s, when it was publicly announced that prime numbers could be used as the basis for the creation of public key cryptography algorithms. Prime numbers are also used for hash tables and pseudorandom number generators.",What type of number generators make use of prime numbers?,"{'text': ['pseudorandom number generators', 'pseudorandom', 'pseudorandom', 'pseudorandom'], 'answer_start': [680, 680, 680, 680]}", correct. The context mentions that prime numbers are used for pseudorandom number generators. The answer correctly includes this term.
